"Google United Kingdom, interface language: English"
Keyword,URL,Tags,"Search vol.",2026-03-07,Dynamics,2026-03-08,Dynamics,2026-03-09,Dynamics,2026-03-10,Dynamics
"Mini tote bag",https://en-bh.dunelondon.com/ladies/bags-and-accessories/premium-bags.html,,3200,-,0,-,0,-,0,-,0
"Straw tote bag",https://www.dunelondon.com/womens-bags/,,4400,-,0,-,0,-,0,-,0
"Crochet tote bag",https://www.dunelondon.com/womens-bags/,,2900,-,0,-,0,-,0,-,0
"Waterproof tote bag",https://www.dunelondon.com/womens-bags/,,220,-,0,-,0,-,0,-,0
"Quilted tote bag",https://www.dunelondon.com/womens-bags/,,1900,-,0,-,0,-,0,68,32
"Womens tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,610,6,0,-,0,6,94,7,-1
"woven tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,810,4,0,-,0,34,66,4,30
"Black tote handbag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,30,-,0,-,0,39,61,18,21
"Tote bag handbag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,165000,17,0,18,-1,33,-15,40,-7
"White tote bag",https://www.dunelondon.com/womens-bags/womens-handbags/white/,,2900,-,0,-,0,-,0,-,0
"Pink tote bag",https://www.dunelondon.com/womens-bags/,,3600,-,0,-,0,-,0,-,0
"Black tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,9900,25,0,13,12,14,-1,9,5
"Tote designer bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,10,50,0,50,0,53,-3,48,5
"Tote bag purse",https://www.dunelondon.com/womens-bags/,,130,12,0,37,-25,-,0,-,0
"Black leather tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,880,29,0,37,-8,-,0,35,65
"Printed tote bags",,,20,-,0,-,0,-,0,-,0
"Beach tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,540,-,0,-,0,-,0,-,0
"Gym bag totes",,,480,-,0,-,0,-,0,-,0
"Mens tote bag",https://www.dunelondon.com/dorry-textured-tote-bag-ecru-0019500110006919.html,,50,-,0,-,0,-,0,-,0
"Tote handbags",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,610,23,0,30,-7,13,17,30,-17
"Tote designer bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,10,47,0,52,-5,-,0,49,51
"Brown tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/brown/,,2400,19,0,27,-8,8,19,26,-18
"Tote bag purse",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,130,8,0,-,0,30,70,9,21
"Black leather tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,880,-,0,28,72,33,-5,25,8
"Printed tote bags",,,20,-,0,-,0,-,0,-,0
"Beach tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,540,-,0,-,0,-,0,-,0
"Gym bag totes",,,480,-,0,-,0,-,0,-,0
"Mens tote bag",https://www.dunelondon.com/womens-sale-bags/,,50,-,0,-,0,-,0,-,0
"Tote handbags",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,610,26,0,14,12,14,0,22,-8
"Brown tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/brown/,,2400,15,0,26,-11,7,19,28,-21
"Purse Bags",--,,103850,72,0,84,-12,90,-6,84,6
Purse,https://www.dunelondon.com/womens-accessories/womens-purses/,,19100,-,0,-,0,-,0,-,0
"Purse for work",https://www.dunelondon.com/womens-bags/,,10,33,0,-,0,35,65,26,9
"Hobo bag purse",https://www.dunelondon.com/womens-bags/,,9900,-,0,-,0,-,0,-,0
"Coin purse",https://www.dunelondon.com/womens-accessories/womens-purses/,,8100,-,0,-,0,-,0,-,0
"Crossbody small purse",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,8100,-,0,-,0,-,0,-,0
"Satchel purse",https://www.dunelondon.com/womens-bags/,,8100,-,0,-,0,-,0,-,0
"Small purse handbag",https://www.dunelondon.com/womens-bags/,,8100,-,0,26,74,-,0,-,0
"Purse for women",https://www.dunelondon.com/womens-accessories/womens-purses/,,8100,21,0,-,0,-,0,-,0
Purses,https://www.dunelondon.com/womens-bags/,,2900,-,0,19,81,-,0,-,0
"Womens purse",https://www.dunelondon.com/womens-accessories/womens-purses/,,6600,15,0,-,0,-,0,-,0
"Ladies purse",https://www.dunelondon.com/womens-accessories/womens-purses/,,240,15,0,-,0,-,0,-,0
"Gold purse",https://www.dunelondon.com/womens-bags/womens-gold-clutch-bags/,,12100,-,0,-,0,-,0,-,0
"Purse white",https://www.dunelondon.com/womens-bags/womens-handbags/white/,,12100,74,0,-,0,-,0,11,89
"Women's crossbody purse",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,390,-,0,-,0,-,0,-,0
"Purse tote bags",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,10,19,0,13,6,15,-2,19,-4
"Crossbody & Shoulder",--,,4090,68,0,70,-2,-,-30,-,0
"Cross shoulder bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,30,12,0,21,-9,-,0,-,0
"Nylon crossbody bag",https://www.dunelondon.com/womens-bags/,,170,-,0,-,0,-,0,-,0
"Quilted crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,140,-,0,-,0,-,0,-,0
"Cross body handbags",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,250,31,0,32,-1,-,0,-,0
"White crossbody bag",https://www.dunelondon.com/womens-bags/,,1000,-,0,-,0,-,0,-,0
"Gold crossbody bag",https://www.dunelondon.com/womens-bags/,,100,-,0,-,0,-,0,-,0
"Brown crossbody bag",https://www.dunelondon.com/womens-bags/womens-handbags/brown/,,2400,31,0,34,-3,-,0,-,0
"Leather Bags",--,,35250,56,0,40,16,37,3,65,-28
"Leather tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,10800,-,0,42,58,44,-2,20,24
"Leather handbags",https://www.dunelondon.com/womens-bags/womens-leather-bags/,,5400,7,0,9,-2,25,-16,5,20
"Leather crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,6600,-,0,-,0,-,0,-,0
"Leather purse",https://www.dunelondon.com/womens-bags/,,1900,-,0,25,75,34,-9,23,11
"Leather shoulder bags",https://www.dunelondon.com/womens-bags/,,50,30,0,-,0,26,74,-,0
"Leather purses",https://www.dunelondon.com/womens-bags/womens-leather-bags/,,5400,-,0,27,73,34,-7,38,-4
"Black leather bag",https://www.dunelondon.com/womens-bags/womens-handbags/black/,,1900,23,0,24,-1,21,3,-,0
"Brown leather bag",https://www.dunelondon.com/womens-bags/womens-handbags/brown/,,3200,2,0,5,-3,21,-16,-,0
"Black leather toe bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,0,40,0,31,9,31,0,-,0
"Clutch Bags",--,,108200,29,0,21,8,24,-3,34,-10
"Clutch bag",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,22200,1,0,4,-3,3,1,2,1
"Clutch bags",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,2900,5,0,4,1,10,-6,2,8
"Clutch bag for weddings",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,4400,2,0,16,-14,16,0,6,10
"Bridal clutch bag",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,2900,-,0,-,0,30,70,-,0
"Womens clutch bags",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,4400,2,0,4,-2,5,-1,1,4
"Gold purse clutch",https://www.dunelondon.com/womens-bags/womens-clutch-bags/metallic/,,33100,4,0,5,-1,5,0,40,-35
"Silver clutch bag",https://www.dunelondon.com/womens-bags/womens-clutch-bags/metallic/,,14800,7,0,8,-1,11,-3,11,0
"Silver clutch handbags",https://www.dunelondon.com/womens-bags/womens-clutch-bags/metallic/,,18100,-,0,7,93,-,0,41,59
"Pink clutch bag",https://www.dunelondon.com/womens-bags/,,5400,40,0,38,2,37,1,-,0
"Designer Bags",--,,70700,93,0,79,14,80,-1,79,1
"Designer handbag",https://www.dunelondon.com/womens-bags/womens-handbags/,,8100,-,0,-,0,-,0,-,0
"Designer purses",https://www.dunelondon.com/womens-bags/,,660,-,0,-,0,-,0,-,0
"Designer crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,1100,-,0,-,0,-,0,-,0
"Designer purse",https://www.dunelondon.com/womens-bags/,,8100,-,0,-,0,-,0,24,76
"Designer clutch bags",https://www.dunelondon.com/womens-bags/womens-clutch-bags/,,220,29,0,28,1,34,-6,28,6
"Women's designer purse",https://www.dunelondon.com/womens-bags/,,14800,-,0,32,68,23,9,-,0
"Designer tote bag",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,390,-,0,33,67,38,-5,33,5
"Designer shoulder bags",https://www.dunelondon.com/womens-bags/,,330,-,0,-,0,-,0,-,0
"Men's designer purse",,,9900,-,0,-,0,-,0,-,0
"Purse designer",https://www.dunelondon.com/womens-bags/,,27100,-,0,-,0,-,0,-,0
"Bags Size",--,,15550,69,0,72,-3,72,0,85,-13
"Small crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,3600,-,0,-,0,-,0,-,0
"Small purse",https://www.dunelondon.com/womens-bags/,,2900,44,0,-,0,-,0,-,0
"Large tote bags",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,920,7,0,40,-33,35,5,9,26
"Small handbags",https://en-bh.dunelondon.com/ladies/bags-and-accessories/premium-bags.html,,1100,25,0,20,5,42,-22,38,4
"Small shoulder bag",https://www.dunelondon.com/womens-bags/,,2400,-,0,-,0,-,0,-,0
"Small tote bags",https://www.dunelondon.com/womens-bags/womens-tote-bags/,,60,-,0,-,0,29,71,-,0
"Large handbags",https://en-bh.dunelondon.com/ladies/bags-and-accessories/large-bags.html,,2900,11,0,18,-7,18,0,-,0
"Large shoulder bag",https://www.dunelondon.com/womens-bags/,,1600,-,0,-,0,-,0,-,0
"Small designer bag",https://en-bh.dunelondon.com/ladies/bags-and-accessories/premium-bags.html,,30,-,0,43,57,-,0,-,0
"Large crossbody bag",https://www.dunelondon.com/womens-bags/womens-crossbody-bags/,,40,-,0,-,0,-,0,-,0
"Womens Boots General",--,,9740,27,0,37,-10,5,32,22,-17
"womens boots uk",https://www.dunelondon.com/womens-boots/,,4400,43,0,-,0,3,97,4,-1
"ladies boots uk",https://www.dunelondon.com/womens-boots/,,440,55,0,-,0,4,96,5,-1
"ladies leather boots",https://www.dunelondon.com/womens-boots/,,920,50,0,11,39,9,2,-,0
"shoe boots uk",https://www.dunelondon.com/womens-boots/,,20,5,0,6,-1,8,-2,-,0
"shoe boot",https://www.dunelondon.com/womens-boots/,,2900,3,0,-,0,2,98,1,1
"brown boots for women",https://www.dunelondon.com/womens-boots/brown/,,260,-,0,2,98,1,1,1,0
"womens brown boots",https://www.dunelondon.com/womens-boots/brown/,,720,3,0,11,-8,15,-4,4,11
"brown leather boots women",https://www.dunelondon.com/womens-boots/brown/,,60,11,0,13,-2,1,12,1,0
"brown leather boots for women",https://www.dunelondon.com/womens-boots/brown/,,10,1,0,7,-6,1,6,1,0
"womens brown leather boots",https://www.dunelondon.com/womens-boots/brown/,,10,1,0,15,-14,10,5,1,9
"Platform Sandals",--,,48560,34,0,24,10,38,-14,25,13
"platform sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",14800,15,0,13,2,9,4,27,-18
"black sandals with platform",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",8100,15,0,16,-1,16,0,22,-6
"white platform sandals",https://www.dunelondon.com/womens-sandals/white/,"Current Target",390,13,0,26,-13,17,9,21,-4
"gold platform sandals",https://www.dunelondon.com/womens-sandals/womens-gold-sandals/,"Current Target",360,21,0,-,0,-,0,20,80
"espadrille platform sandals",https://www.dunelondon.com/womens-trends/womens-espadrilles/,"Current Target",1600,-,0,34,66,37,-3,35,2
"platform wedge sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/wedge-sandals.html,"Current Target",1900,51,0,7,44,23,-16,19,4
"silver platform sandals",https://www.dunelondon.com/womens-sandals/,"Current Target",1900,14,0,16,-2,23,-7,36,-13
"platform heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",1600,5,0,22,-17,21,1,24,-3
"pink platform sandals",https://www.dunelondon.com/womens-sandals/pink/,"Current Target",1300,19,0,20,-1,44,-24,46,-2
"nude platform sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",1300,6,0,5,1,31,-26,28,3
"chunky platform sandals",https://www.dunelondon.com/womens-sandals/womens-chunky-sandals/,"Current Target",30,-,0,20,80,8,12,9,-1
"platform sandals white",https://www.dunelondon.com/womens-sandals/white/,"Current Target",320,11,0,27,-16,-,0,10,90
"black platform sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",150,14,0,14,0,11,3,19,-8
"brown platform sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",10,-,0,22,78,31,-9,31,0
"Platform Sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",14800,25,0,11,14,-,0,28,72
"Heeled Sandals",--,,46135,20,0,19,1,18,1,11,7
"heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",4400,1,0,1,0,1,0,1,0
"gold heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,"Current Target",220,9,0,4,5,4,0,4,0
"black heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/black/,"Current Target",80,2,0,9,-7,-,0,3,97
"kitten heel sandals",https://www.dunelondon.com/womens-shoes/womens-kitten-heels/,"Current Target",5400,-,0,6,94,4,2,6,-2
"nude heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",70,1,0,1,0,2,-1,2,0
"silver heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/medium/,"Current Target",6600,-,0,-,0,-,0,-,0
"gold sandals heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,"Current Target",220,3,0,2,1,3,-1,3,0
"black sandals heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/black/,"Current Target",180,3,0,3,0,6,-3,1,5
"gold heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,"Current Target",220,9,0,8,1,4,4,8,-4
"heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",8100,1,0,1,0,1,0,1,0
"heeled strap sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",2900,39,0,1,38,1,0,1,0
"silver sandals heels",https://www.dunelondon.com/womens-sandals/,"Current Target",6600,-,0,-,0,-,0,37,63
"white heeled sandals",https://www.dunelondon.com/womens-sandals/womens-block-heeled-sandals/white/,,810,37,0,26,11,24,2,40,-16
"sandal heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,1300,1,0,1,0,3,-2,3,0
"gold sandals mid heel",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,,70,2,0,5,-3,2,3,4,-2
"brown heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/brown/,,40,16,0,10,6,3,7,1,2
"pink heeled sandals",https://www.dunelondon.com/womens-sandals/pink/,,70,7,0,5,2,-,0,8,92
"mid heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,260,2,0,2,0,2,0,4,-2
"high heeled sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/high-heel-sandals.html,,320,1,0,1,0,1,0,2,-1
"navy heeled sandals",https://www.dunelondon.com/womens-heeled-shoes-and-sandals/blue/,,50,18,0,19,-1,17,2,19,-2
"sandals with mid heel",https://en-om.dunelondon.com/ladies/ladies-sandals/mid-heel-sandals.html,,1300,1,0,3,-2,2,1,6,-4
"tan heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/brown/,,70,4,0,3,1,7,-4,7,0
"brown sandals with heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/brown/,,10,26,0,17,9,2,15,1,1
"high heel sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/high-heel-sandals.html,,440,2,0,1,1,1,0,3,-2
"strappy sandals heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,60,4,0,-,0,36,64,3,33
"cream heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,1600,10,0,11,-1,7,4,8,-1
"white sandals heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,200,13,0,28,-15,33,-5,23,10
"orange heeled sandals",https://www.dunelondon.com/womens-sandals/orange/,,8,7,0,9,-2,8,1,10,-2
"small heel sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/block-heel-sandals.html,,7,2,0,3,-1,3,0,2,1
"wide fit heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,20,18,0,-,0,4,96,17,-13
"black kitten heel sandals",https://www.dunelondon.com/womens-shoes/womens-kitten-heels/,,50,-,0,10,90,12,-2,7,5
"blue heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,10,21,0,20,1,15,5,18,-3
"gold kitten heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,,50,22,0,21,1,16,5,21,-5
"Heeled Sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,4400,2,0,1,1,1,0,1,0
"Black Boots",--,,5470,8,0,13,-5,24,-11,33,-9
"black boots for women",https://www.dunelondon.com/womens-boots/,,120,4,0,33,-29,-,0,-,0
"black womens boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,40,5,0,3,2,4,-1,28,-24
"long black boots for women",https://www.dunelondon.com/womens-boots/womens-knee-high-boots/,,10,3,0,4,-1,6,-2,3,3
"women's black boots",https://www.dunelondon.com/womens-boots/womens-ankle-boots/black/,,1000,4,0,6,-2,3,3,36,-33
"womens black cowboy boots",https://www.dunelondon.com/womens-boots/womens-western-boots/,,2400,28,0,26,2,26,0,27,-1
"black heel boots for women",https://www.dunelondon.com/womens-boots/womens-heeled-boots/black/,,1900,4,0,6,-2,2,4,1,1
"Chelsea Boots Women",--,,103247,31,0,25,6,30,-5,19,11
"chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,10800,1,0,5,-4,-,0,3,97
"black chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,610,6,0,7,-1,4,3,5,-1
"women's chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,2400,-,0,-,0,6,94,6,0
"chelsea boots women's",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,40500,1,0,16,-15,5,11,9,-4
"chunky chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,3600,23,0,20,3,-,0,-,0
"women chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,160,7,0,6,1,-,0,6,94
"womens leather chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,4400,4,0,7,-3,39,-32,5,34
"black chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,410,43,0,12,31,47,-35,7,40
"brown chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,10,-,0,2,98,3,-1,9,-6
"womens black chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,410,4,0,6,-2,37,-31,4,33
"womens brown chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,4400,-,0,2,98,6,-4,5,1
"brown chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,10,-,0,3,97,4,-1,4,0
"black chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,610,6,0,10,-4,-,0,8,92
"womens chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,3600,2,0,10,-8,4,6,9,-5
"chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,1900,8,0,12,-4,5,7,4,1
"womens black chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,410,3,0,6,-3,4,2,4,0
"womens brown chelsea boots",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,4400,6,0,2,4,4,-2,5,-1
"black chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,410,5,0,10,-5,4,6,-,0
"leather chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,150,1,0,6,-5,3,3,3,0
"chelsea boots for women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,590,6,0,-,0,9,91,5,4
"womens chelsea boots uk",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,40,7,0,-,0,9,91,7,2
"barbour chelsea boots womens",https://www.dunelondon.com/womens-boots/barbour/,,7,-,0,-,0,-,0,-,0
"brown chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/brown/,,1100,-,0,7,93,3,4,2,1
"tan chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,10,19,0,17,2,17,0,14,3
"chelsea boots women uk",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,22200,5,0,-,0,6,94,7,-1
"chunky chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,50,-,0,24,76,-,0,-,0
"suede chelsea boots womens",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,10,2,0,4,-2,3,1,3,0
"tan chelsea boots women's",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,10,18,0,14,4,18,-4,15,3
"tan chelsea boots women",https://www.dunelondon.com/womens-boots/womens-chelsea-boots/,,40,20,0,18,2,18,0,12,6
"Women's Sandals Generic",--,,59900,27,0,12,15,20,-8,43,-23
"womens sandals",https://www.dunelondon.com/womens-sandals/,"Current Target",20100,1,0,1,0,1,0,4,-3
"women sandals",https://www.dunelondon.com/womens-sandals/,"Current Target",5400,9,0,6,3,1,5,-,0
"women's sandals",https://www.dunelondon.com/womens-sale/womens-sale-sandals/,"Current Target",3200,1,0,1,0,-,0,8,92
"sandals women",https://www.dunelondon.com/womens-sandals/,"Current Target",3100,1,0,44,-43,1,43,-,0
"ladies sandals",https://www.dunelondon.com/womens-sale/womens-sale-sandals/,"Current Target",8000,51,0,5,46,1,4,39,-38
"sandals for women",https://www.dunelondon.com/womens-sandals/,"Current Target",20100,-,0,15,85,13,2,8,5
"Men's Shoes Generic",--,,168700,78,0,59,19,7,52,12,-5
"mens shoes",https://www.dunelondon.com/mens-shoes/,,47500,37,0,5,32,4,1,2,2
"shoes for men",https://www.dunelondon.com/mens-shoes/,,22200,-,0,4,96,2,2,9,-7
"men shoes",https://www.dunelondon.com/mens-shoes/,,2400,9,0,-,0,9,91,10,-1
"men's shoes",https://www.dunelondon.com/mens-shoes/mens-casual-shoes/,,14800,-,0,3,97,9,-6,36,-27
"men shoes uk",https://www.dunelondon.com/mens-shoes/,,12100,-,0,-,0,16,84,8,8
"mens shoes",https://www.dunelondon.com/mens-shoes/,,47500,-,0,-,0,4,96,10,-6
"shoes for men",https://www.dunelondon.com/mens-shoes/,,22200,-,0,-,0,4,96,12,-8
"Womens Sandals Type",--,,10070,19,0,10,9,20,-10,12,8
"ladies wedge sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/wedge-sandals.html,"Current Target",150,1,0,2,-1,2,0,2,0
"womens wedge sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/wedge-sandals.html,"Current Target",120,7,0,1,6,1,0,1,0
"womens heeled sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",10,1,0,3,-2,1,2,1,0
"heel sandals for women",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,"Current Target",170,1,0,1,0,1,0,1,0
"womens platform sandals",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",10,16,0,9,7,-,0,20,80
"platform sandals for women",https://www.dunelondon.com/womens-sandals/womens-platform-sandals/,"Current Target",120,28,0,9,19,10,-1,27,-17
"flat black sandals for women",https://www.dunelondon.com/womens-sandals/womens-flat-sandals/black/,"Current Target",1600,2,0,3,-1,26,-23,4,22
"gladiator sandals for women",https://www.dunelondon.com/womens-sandals/womens-gladiator-sandals/,"Current Target",10,23,0,24,-1,29,-5,29,0
"gladiator sandals women",https://www.dunelondon.com/womens-sandals/womens-gladiator-sandals/,"Current Target",2400,24,0,22,2,30,-8,28,2
"womens gladiator sandals",https://www.dunelondon.com/womens-sandals/womens-gladiator-sandals/,"Current Target",2400,24,0,25,-1,32,-7,30,2
"chunky sandals women",https://www.dunelondon.com/womens-sandals/womens-chunky-sandals/,"Current Target",100,19,0,11,8,19,-8,6,13
"wedge sandals for women",https://en-om.dunelondon.com/ladies/ladies-sandals/wedge-sandals.html,,2400,8,0,1,7,1,0,1,0
"womens black flat sandals",https://www.dunelondon.com/womens-sandals/womens-flat-sandals/black/,,10,23,0,4,19,1,3,1,0
"womens chunky sandals",https://www.dunelondon.com/womens-sandals/womens-chunky-sandals/,,90,10,0,11,-1,16,-5,7,9
"womens espadrille sandals",https://www.dunelondon.com/womens-trends/womens-espadrilles/,,480,-,0,27,73,24,3,27,-3
"Colour Sandals - Generic",--,,61600,31,0,33,-2,31,2,30,1
"gold sandals",https://www.dunelondon.com/womens-sandals/womens-gold-sandals/,"Current Target",22200,22,0,8,14,8,0,21,-13
"white sandals",https://www.dunelondon.com/womens-sandals/white/,"Current Target",14800,1,0,21,-20,10,11,3,7
"black sandals",https://www.dunelondon.com/womens-sandals/womens-flat-sandals/black/,"Current Target",14800,27,0,29,-2,25,4,7,18
"silver sandals",https://www.dunelondon.com/womens-sandals/metallic/,"Current Target",5400,-,0,-,0,-,0,-,0
"tan sandals",https://www.dunelondon.com/womens-sandals/,"Current Target",4400,5,0,8,-3,14,-6,18,-4
"Sandals - Low Heel",--,,43930,12,0,19,-7,15,4,16,-1
"Low Heel Sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/block-heel-sandals.html,,4400,3,0,3,0,3,0,3,0
"low heeled sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/block-heel-sandals.html,,6600,2,0,3,-1,1,2,2,-1
"heeled sandals low heel",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/low/,,6600,2,0,3,-1,3,0,1,2
"low heel sandals",https://en-om.dunelondon.com/ladies/ladies-sandals/block-heel-sandals.html,,4400,2,0,4,-2,3,1,3,0
"gold sandals with low heels",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,,4400,2,0,8,-6,3,5,10,-7
"gold low heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/metallic/dune-london/,,4400,3,0,12,-9,8,4,9,-1
"white sandals low heel",https://www.dunelondon.com/womens-sandals/white/,,3600,8,0,25,-17,5,20,5,0
"low heel sandals white",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/low/,,3600,6,0,28,-22,31,-3,24,7
"black low heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/low/,,60,8,0,6,2,5,1,5,0
"silver sandals low heel",https://www.dunelondon.com/womens-sandals/,,2900,-,0,-,0,-,0,-,0
"white low heel sandals",https://www.dunelondon.com/womens-sandals/womens-block-heeled-sandals/white/,,70,9,0,26,-17,24,2,34,-10
"nude low heel sandals",https://www.dunelondon.com/womens-sandals/womens-heeled-sandals/,,1900,4,0,6,-2,5,1,6,-1
